subset,analyte,method,outcome,exposure,encoding,n,n_events,level,HR,HR_lower,HR_upper,p_value,p_fdr
all,WBC,Gaussian_eb,unplanned_icu,window_any,category,8085,36,low,4.369,1.955,9.766,0.00033,0.0048865706413681
all,ALB,Cohen_m2,periop_infection,window_any,z,9532,440,z,1.44,1.226,1.692,1e-05,3.13405507529898e-05
all,WBC,Gaussian_eb,unplanned_icu,window_any,category,8085,36,high,2.617,1.109,6.173,0.02803,0.1474678871217266
all,ALB,PerRI,periop_infection,window_any,z,9526,440,z,1.032,0.963,1.107,0.36994,0.4161807983214771
all,ALB,PerRI,periop_infection,window_any,category,9526,440,high,1.538,1.118,2.116,0.00821,0.0209326991312028
all,WBC,Gaussian_eb,unplanned_icu,window_any,z,8085,36,z,1.304,1.118,1.521,0.00073,0.0057400863261627
all,ALB,Cohen_m2,periop_infection,window_any,binary,9532,440,abnormal,1.953,1.532,2.489,0.0,1.04792843664687e-06
all,ALB,Gaussian_eb,periop_infection,window_any,z,9532,440,z,1.111,1.055,1.171,7e-05,0.0001762817048085
all,ALB,Gaussian_eb,periop_infection,window_any,binary,9532,440,abnormal,2.004,1.584,2.534,0.0,1.5903865435631506e-07
all,ALB,Gaussian_trunc,periop_infection,window_any,category,9532,440,high,1.994,1.48,2.686,1e-05,9.521545450029298e-05
all,ALB,Gaussian_trunc,periop_infection,window_any,category,9532,440,low,2.381,1.8,3.148,0.0,5.303931441689801e-08
all,ALB,Gaussian_trunc,periop_infection,window_any,z,9532,440,z,1.1,1.046,1.156,0.00019,0.0004495548731716
all,ALB,Gaussian_trunc,periop_infection,window_any,binary,9532,440,abnormal,2.214,1.698,2.887,0.0,1.1599259162909953e-07
all,ALB,Gaussian_mle,periop_infection,window_any,category,9532,440,high,1.524,0.617,3.764,0.36053,0.4454240348923846
all,ALB,Gaussian_mle,periop_infection,window_any,category,9532,440,low,2.194,1.736,2.772,0.0,3.358506769940558e-09
all,ALB,Gaussian_mle,periop_infection,window_any,z,9532,440,z,1.157,1.101,1.216,0.0,5.1841064228736696e-08
all,ALB,Gaussian_mle,periop_infection,window_any,binary,9532,440,abnormal,2.177,1.724,2.75,0.0,2.414906405444076e-09
all,ALB,Cohen_m4,periop_infection,window_any,category,9532,440,high,0.751,0.345,1.634,0.47001,0.555213232264832
all,ALB,Cohen_m4,periop_infection,window_any,category,9532,440,low,2.216,1.752,2.803,0.0,3.358506769940558e-09
all,ALB,Cohen_m4,periop_infection,window_any,z,9532,440,z,1.512,1.372,1.667,0.0,4.843680073517972e-15
all,ALB,Cohen_m4,periop_infection,window_any,binary,9532,440,abnormal,2.082,1.652,2.623,0.0,1.5369395032507186e-08
all,ALB,Cohen_m3,periop_infection,window_any,category,9532,440,high,0.62,0.249,1.542,0.3036,0.3907401372822717
all,ALB,Cohen_m3,periop_infection,window_any,category,9532,440,low,2.029,1.61,2.556,0.0,7.198651073707817e-08
all,ALB,Cohen_m3,periop_infection,window_any,z,9532,440,z,1.455,1.324,1.599,0.0,2.434363527969516e-13
all,ALB,Cohen_m3,periop_infection,window_any,binary,9532,440,abnormal,1.927,1.534,2.422,0.0,3.774855212928186e-07
all,ALB,Cohen_m2,periop_infection,window_any,category,9532,440,high,1.051,0.706,1.563,0.80784,0.8477084323095869
all,ALB,Cohen_m2,periop_infection,window_any,category,9532,440,low,2.229,1.737,2.859,0.0,1.454463158724534e-08
all,WBC,NORMA_q_age_set,unplanned_icu,window_any,z,8085,36,z,1.667,1.334,2.083,1e-05,0.000167754996851
all,PLT,Cohen_m2,unplanned_icu,window_any,category,8056,32,low,6.392,2.931,13.941,0.0,0.0001597443778512
all,PLT,Cohen_m2,unplanned_icu,window_any,category,8056,32,high,1.026,0.321,3.281,0.96531,0.9976390312683956
all,PLT,Cohen_m3,unplanned_icu,window_any,binary,8056,32,abnormal,3.221,1.567,6.619,0.00146,0.0157577248340294
all,AST,Cohen_m4,unplanned_icu,window_any,z,4695,56,z,0.709,0.422,1.192,0.19481,0.4208002086690544
all,AST,Cohen_m4,unplanned_icu,window_any,binary,4695,56,abnormal,0.773,0.427,1.4,0.39567,0.6560284614455889
all,AST,Cohen_m3,unplanned_icu,window_any,category,4695,56,high,0.763,0.351,1.661,0.49595,0.7574262599523383
all,AST,Cohen_m3,unplanned_icu,window_any,category,4695,56,low,0.343,0.175,0.673,0.00186,0.0163260369871082
all,AST,Cohen_m3,unplanned_icu,window_any,z,4695,56,z,0.594,0.379,0.933,0.02371,0.0882895003440281
all,AST,Cohen_m3,unplanned_icu,window_any,binary,4695,56,abnormal,0.445,0.256,0.775,0.00423,0.0351225791875603
all,AST,Cohen_m2,unplanned_icu,window_any,category,4695,56,high,1.442,0.795,2.616,0.22801,0.5600264147250787
all,AST,Cohen_m2,unplanned_icu,window_any,category,4695,56,low,0.775,0.302,1.991,0.59637,0.8061598129073037
all,AST,Cohen_m2,unplanned_icu,window_any,z,4695,56,z,1.028,0.719,1.472,0.87798,0.9263179752418096
all,AST,Cohen_m2,unplanned_icu,window_any,binary,4695,56,abnormal,1.203,0.695,2.08,0.50886,0.7231153985773553
all,AST,PerRI,unplanned_icu,window_any,category,4690,56,high,0.762,0.414,1.402,0.38163,0.7124053789322317
all,AST,Cohen_m4,unplanned_icu,window_any,category,4695,56,low,0.52,0.22,1.226,0.13507,0.4193927738082015
all,AST,PerRI,unplanned_icu,window_any,category,4690,56,low,0.722,0.319,1.632,0.43318,0.7332785884219397
all,AST,PerRI,unplanned_icu,window_any,binary,4690,56,abnormal,0.748,0.437,1.281,0.29062,0.5758979849269825
all,AST,PopRI,unplanned_icu,window_any,category,4695,56,high,1.004,0.395,2.551,0.99267,0.9976390312683956
all,AST,PopRI,unplanned_icu,window_any,z,4695,56,z,0.87,0.451,1.679,0.67896,0.813605613803882
all,AST,PopRI,unplanned_icu,window_any,binary,4695,56,abnormal,1.004,0.395,2.551,0.99267,0.9961243806397838
all,ALT,NORMA_q_age_set_co,unplanned_icu,window_any,category,4705,49,high,1.079,0.504,2.311,0.84499,0.9716962176512716
all,CRE,NORMA_q_age_set_co,unplanned_icu,window_any,z,5812,34,z,1.508,1.226,1.855,0.0001,0.0014787559360505
all,CRE,NORMA_q_age_set_co,unplanned_icu,window_any,category,5812,34,high,3.125,1.19,8.21,0.02077,0.1152357256322792
all,ALB,Gaussian_eb,periop_infection,window_any,category,9532,440,low,2.1,1.649,2.674,0.0,7.07161735789683e-08
all,TBIL,Gaussian_trunc,unplanned_icu,window_any,category,5342,50,low,2.472,0.992,6.159,0.05204,0.2311264271420934
all,TBIL,NORMA_334f7e21,unplanned_icu,window_any,category,5342,50,high,2.893,1.617,5.176,0.00034,0.0048865706413681
all,TBIL,NORMA_334f7e21,unplanned_icu,window_any,z,5342,50,z,1.423,1.187,1.706,0.00013,0.0018176001122501
all,AST,PerRI,unplanned_icu,window_any,z,4690,56,z,0.971,0.871,1.081,0.58793,0.7826184038029462
all,AST,Cohen_m4,unplanned_icu,window_any,category,4695,56,high,1.155,0.555,2.401,0.70005,0.8706080343000899
all,AST,Gaussian_mle,unplanned_icu,window_any,binary,4695,56,abnormal,0.876,0.451,1.702,0.69578,0.8687213485145381
all,ALT,NORMA_q_age_set_co,unplanned_icu,window_any,category,4705,49,low,0.989,0.506,1.934,0.97405,0.9976390312683956
all,ALT,NORMA_q_age,unplanned_icu,window_any,category,4705,49,low,0.993,0.509,1.936,0.98341,0.9976390312683956
all,ALB,PopRI,periop_infection,first,z,12080,470,z,2.136,1.76,2.591,0.0,6.274896721010766e-13
all,ALT,NORMA_q_age,unplanned_icu,window_any,z,4705,49,z,1.011,0.717,1.426,0.9503,0.9821307342628484
all,ALT,NORMA_q_age,unplanned_icu,window_any,binary,4705,49,abnormal,0.942,0.534,1.661,0.83689,0.9718671815735132
all,ALT,NORMA_334f7e21,unplanned_icu,window_any,category,4705,49,high,0.834,0.38,1.834,0.65199,0.8446185474501232
all,ALT,NORMA_334f7e21,unplanned_icu,window_any,category,4705,49,low,0.796,0.396,1.602,0.52264,0.7704441508697785
all,ALT,NORMA_334f7e21,unplanned_icu,window_any,z,4705,49,z,1.003,0.705,1.427,0.98591,0.9913944186056644
all,ALT,NORMA_334f7e21,unplanned_icu,window_any,binary,4705,49,abnormal,0.812,0.457,1.443,0.47784,0.7129087755446725
all,ALT,NORMA_q_age_set,unplanned_icu,window_any,category,4705,49,high,0.821,0.374,1.802,0.62253,0.8316667845552618
all,ALT,NORMA_q_age_set,unplanned_icu,window_any,category,4705,49,low,0.812,0.404,1.635,0.56056,0.7877401079293873
all,ALT,NORMA_q_age_set,unplanned_icu,window_any,z,4705,49,z,0.959,0.661,1.393,0.82653,0.9084919162332794
all,ALT,NORMA_q_age_set,unplanned_icu,window_any,binary,4705,49,abnormal,0.816,0.459,1.451,0.48849,0.7177753728423698
all,ALT,Gaussian_eb,unplanned_icu,window_any,category,4705,49,high,0.706,0.321,1.554,0.38745,0.7124053789322317
all,ALT,Gaussian_eb,unplanned_icu,window_any,category,4705,49,low,0.819,0.414,1.62,0.56662,0.7877401079293873
all,ALT,Gaussian_eb,unplanned_icu,window_any,z,4705,49,z,0.905,0.679,1.206,0.49569,0.7282071309989676
all,ALT,Gaussian_eb,unplanned_icu,window_any,binary,4705,49,abnormal,0.769,0.435,1.362,0.36815,0.6465138186090544
all,ALT,Gaussian_trunc,unplanned_icu,window_any,category,4705,49,high,0.79,0.4,1.558,0.49609,0.7574262599523383
all,ALT,Gaussian_trunc,unplanned_icu,window_any,category,4705,49,low,0.947,0.469,1.91,0.8784,0.99145740985515
all,ALT,Gaussian_trunc,unplanned_icu,window_any,z,4705,49,z,0.894,0.69,1.159,0.39857,0.6832633876648085
all,ALT,Gaussian_trunc,unplanned_icu,window_any,binary,4705,49,abnormal,0.858,0.489,1.504,0.59222,0.814776129771179
all,ALT,Gaussian_mle,unplanned_icu,window_any,category,4705,49,high,0.686,0.312,1.508,0.34828,0.6959429122772046
all,ALT,Gaussian_mle,unplanned_icu,window_any,category,4705,49,low,0.806,0.407,1.593,0.53432,0.7809327414931222
all,ALT,NORMA_q_age,unplanned_icu,window_any,category,4705,49,high,0.872,0.395,1.925,0.73408,0.8859013257534512
all,ALT,NORMA_q_age_set_co,unplanned_icu,window_any,z,4705,49,z,0.964,0.663,1.4,0.84615,0.9184378588330752
all,AST,Gaussian_mle,unplanned_icu,window_any,z,4695,56,z,0.792,0.504,1.243,0.31015,0.5981495950131238
all,TBIL,NORMA_334f7e21,unplanned_icu,window_any,binary,5342,50,abnormal,2.33,1.306,4.156,0.00418,0.0351225791875603
all,TBIL,NORMA_q_age_set,unplanned_icu,window_any,category,5342,50,high,2.439,1.345,4.423,0.00331,0.0276061347421199
all,TBIL,NORMA_q_age_set,unplanned_icu,window_any,z,5342,50,z,1.45,1.183,1.777,0.00034,0.0035270932713586
all,TBIL,NORMA_q_age_set,unplanned_icu,window_any,binary,5342,50,abnormal,2.172,1.201,3.928,0.01028,0.0765313971323556
all,TP,Cohen_m2,unplanned_icu,window_any,category,6100,37,low,0.662,0.323,1.359,0.26092,0.6097419669211294
all,TP,Cohen_m2,unplanned_icu,window_any,z,6100,37,z,0.821,0.511,1.319,0.41509,0.6919650074474175
all,TP,Cohen_m2,unplanned_icu,window_any,binary,6100,37,abnormal,0.79,0.413,1.513,0.47755,0.7129087755446725
all,TP,PerRI,unplanned_icu,window_any,category,6097,37,high,0.469,0.176,1.248,0.12946,0.4099416062216663
all,TP,PerRI,unplanned_icu,window_any,category,6097,37,low,0.599,0.287,1.251,0.17283,0.4811816520282181
all,TP,PerRI,unplanned_icu,window_any,z,6097,37,z,0.91,0.716,1.157,0.44134,0.6975355656449339
all,TP,PerRI,unplanned_icu,window_any,binary,6097,37,abnormal,0.551,0.286,1.062,0.07508,0.27029106613924
all,TP,PopRI,unplanned_icu,window_any,category,6100,37,low,0.6,0.295,1.221,0.1588,0.4520259605407334
all,TP,PopRI,unplanned_icu,window_any,z,6100,37,z,0.688,0.406,1.164,0.16303,0.3912703116646888
all,TP,PopRI,unplanned_icu,window_any,binary,6100,37,abnormal,0.6,0.295,1.221,0.1588,0.3874754328019498
all,TBIL,NORMA_q_age_set_co,unplanned_icu,window_any,category,5342,50,high,3.253,1.822,5.809,7e-05,0.0015179823053233
all,TBIL,NORMA_q_age_set_co,unplanned_icu,window_any,z,5342,50,z,1.506,1.213,1.868,0.0002,0.0023615876822779
all,TBIL,Cohen_m2,unplanned_icu,window_any,category,5342,50,high,2.753,1.475,5.135,0.00146,0.0134875193251708
all,TBIL,Cohen_m2,unplanned_icu,window_any,category,5342,50,low,0.932,0.326,2.663,0.89472,0.9976390312683956
all,TBIL,Cohen_m2,unplanned_icu,window_any,z,5342,50,z,1.989,1.382,2.862,0.00022,0.0023615876822779
all,PLT,Gaussian_trunc,unplanned_icu,window_any,category,8056,32,low,3.063,1.427,6.572,0.00407,0.0323323823074478
all,PLT,Gaussian_trunc,unplanned_icu,window_any,binary,8056,32,abnormal,1.513,0.752,3.047,0.24584,0.5069958995062219
all,PLT,Gaussian_mle,unplanned_icu,window_any,category,8056,32,low,5.031,2.503,10.112,1e-05,0.0002453261049601
all,PLT,Gaussian_mle,unplanned_icu,window_any,z,8056,32,z,1.13,0.838,1.524,0.42334,0.6919650074474175
all,PLT,Gaussian_mle,unplanned_icu,window_any,binary,8056,32,abnormal,2.068,1.029,4.159,0.04147,0.2158934014570008
all,PLT,Cohen_m4,unplanned_icu,window_any,category,8056,32,low,5.394,2.654,10.966,0.0,0.0001597443778512
all,PLT,Cohen_m4,unplanned_icu,window_any,z,8056,32,z,3.771,2.228,6.383,0.0,3.339389100172831e-05
all,PLT,Cohen_m4,unplanned_icu,window_any,binary,8056,32,abnormal,3.511,1.728,7.135,0.00052,0.0114517003397588
all,PLT,Cohen_m3,unplanned_icu,window_any,category,8056,32,low,5.781,2.863,11.672,0.0,0.0001597443778512
all,PLT,Cohen_m3,unplanned_icu,window_any,z,8056,32,z,2.88,1.576,5.264,0.00059,0.005071652567923
all,TP,Cohen_m2,unplanned_icu,window_any,category,6100,37,high,1.472,0.543,3.988,0.44688,0.7332785884219397
all,WBC,PerRI,unplanned_icu,window_any,z,8081,36,z,1.092,0.968,1.231,0.15184,0.3807480135438307
all,TP,Cohen_m3,unplanned_icu,window_any,binary,6100,37,abnormal,0.686,0.354,1.327,0.2624,0.5297053248821746
all,TP,Cohen_m3,unplanned_icu,window_any,category,6100,37,low,0.577,0.278,1.196,0.13921,0.4193927738082015
all,TBIL,Gaussian_eb,unplanned_icu,window_any,category,5342,50,high,2.678,1.532,4.681,0.00055,0.0066998150045648
all,TBIL,Gaussian_eb,unplanned_icu,window_any,z,5342,50,z,1.211,1.046,1.401,0.01024,0.0481030854820472
all,TBIL,Gaussian_eb,unplanned_icu,window_any,binary,5342,50,abnormal,2.325,1.329,4.067,0.00311,0.0279594684565108
all,TBIL,Gaussian_trunc,unplanned_icu,window_any,category,5342,50,high,2.31,1.217,4.385,0.01048,0.0675957586026508
all,TBIL,Gaussian_trunc,unplanned_icu,window_any,z,5342,50,z,1.134,0.975,1.319,0.10322,0.2822288903853849
all,NA,NORMA_q_age_set_co,unplanned_icu,window_any,z,12965,29,z,1.269,0.847,1.902,0.24862,0.4972355903119663
all,TBIL,Gaussian_trunc,unplanned_icu,window_any,binary,5342,50,abnormal,2.34,1.259,4.35,0.00721,0.0556075876408992
all,TBIL,Gaussian_mle,unplanned_icu,window_any,category,5342,50,high,3.575,2.016,6.34,1e-05,0.0004073747796667
all,TBIL,Gaussian_mle,unplanned_icu,window_any,z,5342,50,z,1.451,1.257,1.674,0.0,2.316977995481273e-05
all,TBIL,Gaussian_mle,unplanned_icu,window_any,binary,5342,50,abnormal,2.96,1.672,5.243,0.0002,0.0084524068055583
all,TBIL,Cohen_m4,unplanned_icu,window_any,category,5342,50,high,3.01,1.701,5.325,0.00015,0.0027760882768538
all,TBIL,Cohen_m4,unplanned_icu,window_any,z,5342,50,z,1.588,1.278,1.973,3e-05,0.0006433764241665
all,TBIL,Cohen_m4,unplanned_icu,window_any,binary,5342,50,abnormal,1.911,1.08,3.379,0.02604,0.1654208116811168
all,TBIL,Cohen_m3,unplanned_icu,window_any,category,5342,50,high,2.631,1.444,4.792,0.00157,0.0141469258419702
all,TBIL,Cohen_m3,unplanned_icu,window_any,z,5342,50,z,1.839,1.352,2.502,0.0001,0.0014787559360505
all,TBIL,Cohen_m3,unplanned_icu,window_any,binary,5342,50,abnormal,1.886,1.051,3.382,0.03331,0.1856334216618344
all,TBIL,NORMA_q_age,unplanned_icu,window_any,binary,5342,50,abnormal,2.962,1.676,5.235,0.00019,0.0084524068055583
all,TBIL,NORMA_q_age,unplanned_icu,window_any,z,5342,50,z,1.439,1.201,1.725,8e-05,0.0014532446747707
all,TBIL,NORMA_q_age,unplanned_icu,window_any,category,5342,50,high,3.65,2.06,6.468,1e-05,0.0003472236628518
all,TBIL,NORMA_q_age_set_co,unplanned_icu,window_any,binary,5342,50,abnormal,2.975,1.674,5.287,0.0002,0.0084524068055583
all,TP,Cohen_m4,unplanned_icu,window_any,category,6100,37,high,0.827,0.282,2.427,0.72973,0.8849943402081554
all,TP,Cohen_m4,unplanned_icu,window_any,category,6100,37,low,0.557,0.273,1.137,0.10785,0.3681229922635756
all,TP,Cohen_m4,unplanned_icu,window_any,z,6100,37,z,0.859,0.573,1.288,0.46179,0.6975355656449339
all,TP,Cohen_m4,unplanned_icu,window_any,binary,6100,37,abnormal,0.607,0.316,1.166,0.13413,0.3476004768593522
all,TP,Cohen_m3,unplanned_icu,window_any,category,6100,37,high,1.388,0.472,4.077,0.55137,0.7871759160796928
all,TP,Cohen_m3,unplanned_icu,window_any,z,6100,37,z,0.863,0.562,1.324,0.49896,0.7282071309989676
all,WBC,Gaussian_trunc,unplanned_icu,window_any,category,8085,36,low,5.108,2.16,12.079,0.0002,0.003488069168989
all,WBC,Gaussian_trunc,unplanned_icu,window_any,z,8085,36,z,1.248,1.072,1.452,0.0043,0.0258118917309069
all,WBC,Gaussian_trunc,unplanned_icu,window_any,binary,8085,36,abnormal,3.796,1.729,8.331,0.00088,0.012713333268026
all,NA,Cohen_m3,unplanned_icu,window_any,binary,12965,29,abnormal,1.968,0.899,4.31,0.09043,0.295196246022029
all,NA,Cohen_m3,unplanned_icu,window_any,category,12965,29,low,1.953,0.863,4.419,0.10827,0.3681229922635756
all,K,NORMA_334f7e21,unplanned_icu,window_any,binary,13459,29,abnormal,2.014,0.966,4.201,0.06182,0.2618166701591622
all,NA,Cohen_m3,unplanned_icu,window_any,category,12965,29,high,2.041,0.556,7.494,0.28235,0.6352930251081855
all,NA,NORMA_q_age,unplanned_icu,window_any,z,12965,29,z,1.305,0.841,2.024,0.23526,0.4794022857264281
all,NA,NORMA_q_age,unplanned_icu,window_any,binary,12965,29,abnormal,1.808,0.857,3.817,0.12023,0.3372717834309936
all,NA,NORMA_334f7e21,unplanned_icu,window_any,category,12965,29,low,1.382,0.63,3.029,0.41926,0.7332785884219397
all,NA,NORMA_334f7e21,unplanned_icu,window_any,z,12965,29,z,1.343,0.881,2.047,0.17071,0.3935051573144675
all,NA,NORMA_334f7e21,unplanned_icu,window_any,binary,12965,29,abnormal,1.634,0.768,3.477,0.20263,0.4656286879473589
all,NA,NORMA_q_age_set,unplanned_icu,window_any,category,12965,29,low,1.212,0.542,2.711,0.63952,0.837996309396075
all,NA,NORMA_q_age_set,unplanned_icu,window_any,z,12965,29,z,1.377,0.851,2.228,0.19314,0.4208002086690544
all,K,NORMA_334f7e21,unplanned_icu,window_any,category,13459,29,low,1.758,0.781,3.956,0.17306,0.4811816520282181
all,NA,NORMA_q_age_set,unplanned_icu,window_any,binary,12965,29,abnormal,1.37,0.639,2.936,0.41861,0.6747683018345216
all,NA,Gaussian_eb,unplanned_icu,window_any,category,12965,29,low,1.547,0.685,3.494,0.29393,0.6443128207875536
all,NA,Gaussian_eb,unplanned_icu,window_any,z,12965,29,z,1.068,0.779,1.464,0.68177,0.813605613803882
all,NA,Gaussian_eb,unplanned_icu,window_any,binary,12965,29,abnormal,1.546,0.741,3.226,0.2453,0.5069958995062219
all,NA,Gaussian_trunc,unplanned_icu,window_any,category,12965,29,high,2.18,0.987,4.812,0.05384,0.232765073371117
all,NA,Gaussian_trunc,unplanned_icu,window_any,z,12965,29,z,1.017,0.757,1.366,0.91052,0.9547246961866244
all,NA,Gaussian_trunc,unplanned_icu,window_any,binary,12965,29,abnormal,1.847,0.785,4.341,0.15965,0.3874754328019498
all,NA,Gaussian_mle,unplanned_icu,window_any,category,12965,29,low,1.333,0.609,2.915,0.47216,0.7444591063540854
all,NA,Gaussian_mle,unplanned_icu,window_any,z,12965,29,z,1.08,0.687,1.699,0.73774,0.852144929640429
all,NA,Gaussian_mle,unplanned_icu,window_any,binary,12965,29,abnormal,1.083,0.509,2.309,0.83539,0.9718671815735132
all,NA,Cohen_m4,unplanned_icu,window_any,category,12965,29,low,1.781,0.846,3.752,0.12875,0.4099416062216663
all,NA,Cohen_m4,unplanned_icu,window_any,z,12965,29,z,1.78,1.139,2.784,0.01144,0.0525575057096237
all,NA,Gaussian_eb,unplanned_icu,window_any,category,12965,29,high,1.545,0.509,4.689,0.44274,0.7332785884219397
all,K,NORMA_334f7e21,unplanned_icu,window_any,category,13459,29,high,3.077,1.015,9.325,0.04698,0.2171432323317055
all,K,NORMA_q_age,unplanned_icu,window_any,binary,13459,29,abnormal,2.123,1.021,4.416,0.04398,0.2158934014570008
all,K,NORMA_q_age,unplanned_icu,window_any,z,13459,29,z,2.144,1.183,3.884,0.01194,0.0537333055146147
all,GLU,NORMA_q_age_set,unplanned_icu,window_any,category,8914,39,high,0.749,0.345,1.623,0.4633,0.7404143466871507
all,GLU,NORMA_q_age_set,unplanned_icu,window_any,z,8914,39,z,1.036,0.914,1.173,0.58184,0.7826184038029462
all,GLU,NORMA_q_age_set,unplanned_icu,window_any,binary,8914,39,abnormal,0.709,0.326,1.541,0.38511,0.6559428084491566
all,GLU,Gaussian_eb,unplanned_icu,window_any,category,8914,39,high,0.708,0.324,1.545,0.38558,0.7124053789322317
all,HGB,Gaussian_trunc,unplanned_icu,window_any,category,7926,32,low,2.601,0.35,19.312,0.35001,0.6959429122772046
all,HGB,Gaussian_trunc,unplanned_icu,window_any,category,7926,32,high,9.146,1.013,82.59,0.04869,0.2220217102985625
all,HGB,Gaussian_eb,unplanned_icu,window_any,binary,7926,32,abnormal,1.725,0.407,7.319,0.45947,0.7098472514757116
all,NA,Cohen_m3,unplanned_icu,window_any,z,12965,29,z,1.502,1.013,2.227,0.04281,0.1346508175362933
all,NA,Cohen_m2,unplanned_icu,window_any,category,12965,29,high,2.394,0.89,6.442,0.08381,0.3184762780399973
