subset,analyte,method,outcome,exposure,encoding,n,n_events,level,HR,HR_lower,HR_upper,p_value,p_fdr
all,MCHC,NORMA_q_age_set,mortality,first,category,61140,5781,low,1.024,0.971,1.08,0.37789,0.4247233931829897
all,MCHC,NORMA_q_age_set,mortality,first,category,61140,5781,high,1.568,1.277,1.926,2e-05,3.778361443996468e-05
all,MCHC,NORMA_334f7e21,mortality,first,binary,61140,5781,abnormal,1.038,0.985,1.095,0.16178,0.200421087786137
all,MCHC,NORMA_334f7e21,mortality,first,z,61140,5781,z,1.035,0.998,1.074,0.06198,0.0738126473486816
all,MCHC,NORMA_334f7e21,mortality,first,category,61140,5781,low,1.027,0.974,1.083,0.33148,0.3810447209018128
all,MCHC,NORMA_334f7e21,mortality,first,category,61140,5781,high,1.648,1.349,2.014,0.0,2.418574220067236e-06
all,MCHC,NORMA_q_age,mortality,first,binary,61140,5781,abnormal,1.039,0.986,1.095,0.15517,0.1930127397369622
all,MCHC,NORMA_q_age,mortality,first,z,61140,5781,z,1.052,1.012,1.093,0.01032,0.012885253747056
all,MCHC,NORMA_q_age,mortality,first,category,61140,5781,low,1.027,0.974,1.084,0.31967,0.3696192213263149
all,MCHC,NORMA_q_age,mortality,first,category,61140,5781,high,1.585,1.306,1.924,0.0,7.546528027704142e-06
all,MCHC,NORMA_q_age_set_co,mortality,first,binary,61140,5781,abnormal,1.031,0.977,1.087,0.26575,0.30919553242054
all,MCHC,NORMA_q_age_set_co,mortality,first,z,61140,5781,z,1.018,0.988,1.049,0.23596,0.2696680225819265
all,MCHC,NORMA_q_age_set_co,mortality,first,category,61140,5781,low,1.022,0.969,1.078,0.42826,0.4730073636804752
all,MCHC,NORMA_q_age_set_co,mortality,first,category,61140,5781,high,1.345,1.12,1.615,0.00149,0.0028868300714468
all,MCV,PopRI,mortality,first,binary,60180,5696,abnormal,1.293,1.204,1.39,0.0,4.345953597371371e-12
all,MCV,PopRI,mortality,first,z,60180,5696,z,1.283,1.205,1.365,0.0,7.1025767455163585e-15
all,MCV,PopRI,mortality,first,category,60180,5696,low,1.102,0.948,1.28,0.20482,0.2507230467440539
all,MCV,PopRI,mortality,first,category,60180,5696,high,1.353,1.25,1.465,0.0,2.1631332337486885e-13
all,MCV,PerRI,mortality,first,binary,60083,5688,abnormal,1.322,1.255,1.393,0.0,2.6156151016925857e-25
all,MCV,PerRI,mortality,first,z,60083,5688,z,1.042,1.032,1.053,0.0,1.697832895223177e-15
all,MCV,PerRI,mortality,first,category,60083,5688,low,1.261,1.173,1.356,0.0,9.70009890747044e-10
all,MCV,PerRI,mortality,first,category,60083,5688,high,1.362,1.282,1.446,0.0,2.8087042421738746e-23
all,MCV,Cohen_m2,mortality,first,binary,60180,5696,abnormal,1.309,1.221,1.404,0.0,9.088919582917453e-14
all,MCV,Cohen_m2,mortality,first,z,60180,5696,z,1.695,1.535,1.872,0.0,4.138740348227378e-25
all,MCV,Cohen_m2,mortality,first,category,60180,5696,low,1.185,1.035,1.358,0.01429,0.0240376722402984
all,MCV,Cohen_m2,mortality,first,category,60180,5696,high,1.352,1.25,1.463,0.0,1.3946599606164434e-13
all,MCV,Cohen_m3,mortality,first,binary,60180,5696,abnormal,1.34,1.252,1.435,0.0,9.04121394908598e-17
all,MCV,Cohen_m3,mortality,first,z,60180,5696,z,1.466,1.352,1.589,0.0,2.9057159861511787e-20
all,MCV,Cohen_m3,mortality,first,category,60180,5696,low,1.319,1.166,1.491,1e-05,2.288965342527749e-05
all,MCV,Cohen_m3,mortality,first,category,60180,5696,high,1.348,1.247,1.458,0.0,1.8443564033038853e-13
all,MCV,Cohen_m4,mortality,first,binary,60180,5696,abnormal,1.3,1.211,1.395,0.0,7.356634741697865e-13
all,MCV,Cohen_m4,mortality,first,z,60180,5696,z,1.499,1.344,1.672,0.0,6.200169304142763e-13
all,MCV,Cohen_m4,mortality,first,category,60180,5696,low,1.156,1.004,1.33,0.04356,0.0639824263655735
all,MCV,Cohen_m4,mortality,first,category,60180,5696,high,1.348,1.246,1.459,0.0,3.3832457889578454e-13
all,MCV,Gaussian_mle,mortality,first,binary,59761,5658,abnormal,1.376,1.298,1.458,0.0,1.333494130436963e-26
all,MCV,Gaussian_mle,mortality,first,z,59761,5658,z,1.127,1.101,1.154,0.0,2.4480884625566882e-23
all,MCV,Gaussian_mle,mortality,first,category,59761,5658,low,1.259,1.143,1.388,0.0,7.93917315075378e-06
all,MCV,Gaussian_mle,mortality,first,category,59761,5658,high,1.428,1.337,1.525,0.0,1.220538210380507e-25
all,MCV,Gaussian_trunc,mortality,first,binary,59761,5658,abnormal,1.342,1.269,1.419,0.0,2.136567703256093e-24
all,MCV,Gaussian_trunc,mortality,first,z,59761,5658,z,1.104,1.081,1.126,0.0,7.461614702454259e-21
all,MCV,Gaussian_trunc,mortality,first,category,59761,5658,low,1.258,1.155,1.37,0.0,3.3842605331948015e-07
all,MCV,Gaussian_trunc,mortality,first,category,59761,5658,high,1.39,1.302,1.484,0.0,1.7595663004934582e-22
all,MCV,Gaussian_eb,mortality,first,binary,60180,5696,abnormal,1.397,1.313,1.487,0.0,1.6605313516318971e-25
all,MCV,Gaussian_eb,mortality,first,z,60180,5696,z,1.251,1.196,1.309,0.0,3.2198162163382053e-22
all,MCV,Gaussian_eb,mortality,first,category,60180,5696,low,1.291,1.152,1.447,1e-05,2.4546332414521773e-05
all,MCV,Gaussian_eb,mortality,first,category,60180,5696,high,1.437,1.34,1.541,0.0,1.1570722388331417e-23
all,MCV,NORMA_q_age_set,mortality,first,binary,60180,5696,abnormal,1.337,1.251,1.429,0.0,1.602655969469474e-17
all,MCV,NORMA_q_age_set,mortality,first,z,60180,5696,z,1.249,1.192,1.308,0.0,1.9521314268060683e-20
all,MCV,NORMA_q_age_set,mortality,first,category,60180,5696,low,1.109,0.975,1.26,0.114,0.1499761127707579
all,MCV,NORMA_q_age_set,mortality,first,category,60180,5696,high,1.424,1.323,1.533,0.0,2.0434479805935373e-20
all,MCV,NORMA_334f7e21,mortality,first,binary,60180,5696,abnormal,1.323,1.239,1.413,0.0,1.665710327365042e-16
all,MCV,NORMA_334f7e21,mortality,first,z,60180,5696,z,1.221,1.173,1.272,0.0,9.470261997633605e-22
all,MCV,NORMA_334f7e21,mortality,first,category,60180,5696,low,1.114,0.984,1.261,0.08785,0.1181963133561185
all,MCV,NORMA_334f7e21,mortality,first,category,60180,5696,high,1.408,1.307,1.516,0.0,4.320941347258106e-19
all,MCV,NORMA_q_age,mortality,first,binary,60180,5696,abnormal,1.332,1.248,1.421,0.0,1.2014148275455772e-17
all,MCV,NORMA_q_age,mortality,first,z,60180,5696,z,1.221,1.173,1.272,0.0,7.3825723018539875e-22
all,MCV,NORMA_q_age,mortality,first,category,60180,5696,low,1.158,1.03,1.301,0.0141,0.0237818440682004
all,MCV,NORMA_q_age,mortality,first,category,60180,5696,high,1.408,1.307,1.515,0.0,3.612581266000529e-19
all,MCV,NORMA_q_age_set_co,mortality,first,binary,60180,5696,abnormal,1.285,1.208,1.366,0.0,2.860572244397863e-15
all,MCV,NORMA_q_age_set_co,mortality,first,z,60180,5696,z,1.162,1.123,1.202,0.0,1.3187620498247888e-17
all,MCV,NORMA_q_age_set_co,mortality,first,category,60180,5696,low,1.13,1.02,1.251,0.01921,0.0311501274321603
all,MCV,NORMA_q_age_set_co,mortality,first,category,60180,5696,high,1.367,1.273,1.468,0.0,2.2566265325736494e-17
all,NA,PopRI,mortality,first,binary,74430,7140,abnormal,1.317,1.256,1.381,0.0,2.057051618105691e-29
all,NA,PopRI,mortality,first,z,74430,7140,z,1.227,1.188,1.267,0.0,1.276501236596858e-34
all,NA,PopRI,mortality,first,category,74430,7140,low,0.942,0.887,1.0,0.05068,0.0731720726685892
all,NA,PopRI,mortality,first,category,74430,7140,high,2.254,2.121,2.396,0.0,5.140999102737128e-149
all,NA,PerRI,mortality,first,binary,74420,7140,abnormal,1.414,1.349,1.482,0.0,2.040473641239153e-46
all,NA,PerRI,mortality,first,z,74420,7140,z,1.073,1.062,1.084,0.0,3.575910262171255e-40
all,NA,PerRI,mortality,first,category,74420,7140,low,1.023,0.965,1.085,0.44896,0.4921899771694368
all,NA,PerRI,mortality,first,category,74420,7140,high,1.97,1.866,2.079,0.0,5.518077371426937e-133
all,NA,Cohen_m2,mortality,first,binary,74430,7140,abnormal,1.312,1.252,1.375,0.0,2.108619786953013e-29
all,NA,Cohen_m2,mortality,first,z,74430,7140,z,1.213,1.186,1.241,0.0,1.8668841594367787e-61
all,NA,Cohen_m2,mortality,first,category,74430,7140,low,0.944,0.891,0.999,0.04721,0.0686653362952933
all,NA,Cohen_m2,mortality,first,category,74430,7140,high,1.985,1.879,2.097,0.0,8.539512709048627e-131
all,NA,Cohen_m3,mortality,first,binary,74430,7140,abnormal,1.275,1.217,1.336,0.0,5.829760188543667e-24
all,NA,Cohen_m3,mortality,first,z,74430,7140,z,1.193,1.165,1.22,0.0,6.098093721402182e-50
all,NA,Cohen_m3,mortality,first,category,74430,7140,low,0.934,0.882,0.988,0.01721,0.0283766473408
all,NA,Cohen_m3,mortality,first,category,74430,7140,high,1.963,1.857,2.076,0.0,8.637716641156597e-123
all,NA,Cohen_m4,mortality,first,binary,74430,7140,abnormal,1.268,1.21,1.328,0.0,3.6217676012100883e-23
all,NA,Cohen_m4,mortality,first,z,74430,7140,z,1.18,1.15,1.211,0.0,2.3761931031830865e-35
all,NA,Cohen_m4,mortality,first,category,74430,7140,low,0.94,0.889,0.994,0.03055,0.0466114395627714
all,NA,Cohen_m4,mortality,first,category,74430,7140,high,2.038,1.925,2.158,0.0,4.217020231990624e-130
all,NA,Gaussian_mle,mortality,first,binary,73238,7028,abnormal,1.363,1.3,1.428,0.0,7.79480704730532e-38
all,NA,Gaussian_mle,mortality,first,z,73238,7028,z,1.168,1.143,1.192,0.0,2.241305101441465e-47
all,NA,Gaussian_mle,mortality,first,category,73238,7028,low,0.964,0.908,1.023,0.23131,0.2783237810475808
all,NA,Gaussian_mle,mortality,first,category,73238,7028,high,2.104,1.988,2.226,0.0,9.255219672930014e-146
all,NA,Gaussian_trunc,mortality,first,binary,73238,7028,abnormal,1.292,1.232,1.356,0.0,2.1260367974358352e-25
all,NA,Gaussian_trunc,mortality,first,z,73238,7028,z,1.111,1.091,1.131,0.0,1.3693209430511006e-29
all,NA,Gaussian_trunc,mortality,first,category,73238,7028,low,1.148,1.081,1.219,1e-05,1.4528057997412027e-05
all,NA,Gaussian_trunc,mortality,first,category,73238,7028,high,1.416,1.341,1.494,0.0,8.655615551549124e-36
all,NA,Gaussian_eb,mortality,first,binary,74430,7140,abnormal,1.325,1.265,1.389,0.0,1.195731398501726e-31
all,NA,Gaussian_eb,mortality,first,z,74430,7140,z,1.282,1.242,1.323,0.0,1.4393164696345361e-53
all,NA,Gaussian_eb,mortality,first,category,74430,7140,low,0.944,0.89,1.002,0.05889,0.0838060277406374
all,NA,Gaussian_eb,mortality,first,category,74430,7140,high,2.125,2.005,2.251,0.0,4.197921810259216e-142
all,NA,NORMA_q_age_set,mortality,first,binary,74430,7140,abnormal,1.322,1.261,1.385,0.0,6.630320212423886e-31
all,NA,NORMA_q_age_set,mortality,first,z,74430,7140,z,1.18,1.139,1.223,0.0,2.6065732484752656e-19
all,NA,NORMA_q_age_set,mortality,first,category,74430,7140,low,0.948,0.893,1.006,0.07889,0.1066211041680255
all,NA,NORMA_q_age_set,mortality,first,category,74430,7140,high,2.118,1.997,2.246,0.0,6.946546793939453e-138
all,NA,NORMA_334f7e21,mortality,first,binary,74430,7140,abnormal,1.315,1.255,1.378,0.0,5.810660672408193e-30
all,NA,NORMA_334f7e21,mortality,first,z,74430,7140,z,1.182,1.144,1.222,0.0,3.782629406523877e-23
all,NA,NORMA_334f7e21,mortality,first,category,74430,7140,low,0.945,0.89,1.002,0.06042,0.0855763213461133
all,NA,NORMA_334f7e21,mortality,first,category,74430,7140,high,2.099,1.98,2.225,0.0,8.30259300122401e-136
all,NA,NORMA_q_age,mortality,first,binary,74430,7140,abnormal,1.31,1.25,1.373,0.0,4.559324324997005e-29
all,NA,NORMA_q_age,mortality,first,z,74430,7140,z,1.181,1.141,1.223,0.0,5.344653724603655e-21
all,NA,NORMA_q_age,mortality,first,category,74430,7140,low,0.937,0.884,0.995,0.03239,0.0489097636870367
all,NA,NORMA_q_age,mortality,first,category,74430,7140,high,2.137,2.015,2.266,0.0,1.6011070190890522e-140
all,NA,NORMA_q_age_set_co,mortality,first,binary,74430,7140,abnormal,1.269,1.211,1.329,0.0,4.350324571617406e-23
all,NA,NORMA_q_age_set_co,mortality,first,z,74430,7140,z,1.09,1.057,1.123,0.0,5.5757396895776015e-08
all,NA,NORMA_q_age_set_co,mortality,first,category,74430,7140,low,0.915,0.863,0.969,0.00259,0.0048509782094219
all,NA,NORMA_q_age_set_co,mortality,first,category,74430,7140,high,2.093,1.973,2.219,0.0,1.5070475519800327e-133
all,PLT,PopRI,mortality,first,binary,63136,6049,abnormal,2.623,2.494,2.759,0.0,1.2148094691664462e-303
all,PLT,PopRI,mortality,first,z,63136,6049,z,3.111,2.955,3.276,0.0,0.0
all,PLT,PopRI,mortality,first,category,63136,6049,low,2.72,2.586,2.862,0.0,0.0
all,PLT,PopRI,mortality,first,category,63136,6049,high,0.579,0.404,0.831,0.00302,0.0055721613069262
all,PLT,PerRI,mortality,first,binary,63136,6049,abnormal,1.805,1.705,1.912,0.0,8.992965606450713e-90
all,PLT,PerRI,mortality,first,z,63136,6049,z,1.008,0.996,1.019,0.1943,0.2228784808582889
all,PLT,PerRI,mortality,first,category,63136,6049,low,2.654,2.498,2.819,0.0,4.436148293645212e-219
all,PLT,PerRI,mortality,first,category,63136,6049,high,1.012,0.94,1.089,0.7477,0.770242875055245
all,PLT,Cohen_m2,mortality,first,binary,63136,6049,abnormal,1.844,1.752,1.941,0.0,2.516281938436352e-120
all,PLT,Cohen_m2,mortality,first,z,63136,6049,z,1.327,1.269,1.387,0.0,5.234340649725271e-35
all,PLT,Cohen_m2,mortality,first,category,63136,6049,low,2.509,2.381,2.644,0.0,1.9525743733055946e-258
all,PLT,Cohen_m2,mortality,first,category,63136,6049,high,0.547,0.49,0.612,0.0,7.582337540294184e-26
all,PLT,Cohen_m3,mortality,first,binary,63136,6049,abnormal,2.161,2.054,2.274,0.0,1.3628401315069331e-191
all,PLT,Cohen_m3,mortality,first,z,63136,6049,z,2.155,2.067,2.247,0.0,6.237913694657561e-284
all,PLT,Cohen_m3,mortality,first,category,63136,6049,low,2.603,2.472,2.741,0.0,3.500225872132021e-287
all,PLT,Cohen_m3,mortality,first,category,63136,6049,high,0.553,0.477,0.641,0.0,1.049978832242888e-14
all,PLT,Cohen_m4,mortality,first,binary,63136,6049,abnormal,2.402,2.282,2.528,0.0,2.4259633440919208e-245
all,PLT,Cohen_m4,mortality,first,z,63136,6049,z,2.23,2.149,2.314,0.0,0.0
all,PLT,Cohen_m4,mortality,first,category,63136,6049,low,2.589,2.459,2.726,0.0,2.0711243508961235e-286
all,PLT,Cohen_m4,mortality,first,category,63136,6049,high,0.552,0.438,0.696,0.0,1.170679499137838e-06
all,PLT,Gaussian_mle,mortality,first,binary,63064,6038,abnormal,2.049,1.946,2.158,0.0,6.743090801711492e-162
all,PLT,Gaussian_mle,mortality,first,z,63064,6038,z,1.173,1.157,1.19,0.0,1.613964402461667e-106
all,PLT,Gaussian_mle,mortality,first,category,63064,6038,low,2.631,2.496,2.774,0.0,1.7825321216252954e-280
all,PLT,Gaussian_mle,mortality,first,category,63064,6038,high,0.7,0.627,0.781,0.0,4.684381348471887e-10
all,PLT,Gaussian_trunc,mortality,first,binary,63064,6038,abnormal,1.876,1.78,1.978,0.0,8.428584267438298e-120
all,PLT,Gaussian_trunc,mortality,first,z,63064,6038,z,1.132,1.116,1.148,0.0,2.547245446898568e-66
all,PLT,Gaussian_trunc,mortality,first,category,63064,6038,low,2.633,2.492,2.781,0.0,1.057925583884744e-259
all,PLT,Gaussian_trunc,mortality,first,category,63064,6038,high,0.843,0.775,0.917,7e-05,0.0001423728432707
all,PLT,Gaussian_eb,mortality,first,binary,63136,6049,abnormal,2.112,2.006,2.222,0.0,2.0235155755270195e-179
all,PLT,Gaussian_eb,mortality,first,z,63136,6049,z,1.864,1.8,1.931,0.0,3.0786251518963642e-263
all,PLT,Gaussian_eb,mortality,first,category,63136,6049,low,2.634,2.5,2.774,0.0,1.7860196993926485e-289
all,PLT,Gaussian_eb,mortality,first,category,63136,6049,high,0.638,0.563,0.723,0.0,4.6907106861359e-12
all,PLT,NORMA_q_age_set,mortality,first,binary,63136,6049,abnormal,2.442,2.321,2.57,0.0,2.2605709246213987e-257
all,PLT,NORMA_q_age_set,mortality,first,z,63136,6049,z,1.718,1.673,1.763,0.0,0.0
all,PLT,NORMA_q_age_set,mortality,first,category,63136,6049,low,2.681,2.547,2.822,0.0,4.873586032474326e-308
all,PLT,NORMA_q_age_set,mortality,first,category,63136,6049,high,0.743,0.621,0.889,0.00118,0.0023097779825484
all,PLT,NORMA_334f7e21,mortality,first,binary,63136,6049,abnormal,2.457,2.335,2.585,0.0,5.355946451076295e-261
all,PLT,NORMA_334f7e21,mortality,first,z,63136,6049,z,1.765,1.715,1.815,0.0,0.0
all,PLT,NORMA_334f7e21,mortality,first,category,63136,6049,low,2.682,2.547,2.823,0.0,1.0193696419506723e-308
all,PLT,NORMA_334f7e21,mortality,first,category,63136,6049,high,0.76,0.633,0.912,0.00326,0.005983799832823
all,PLT,NORMA_q_age,mortality,first,binary,63136,6049,abnormal,2.494,2.37,2.624,0.0,1.8614518052136616e-269
all,PLT,NORMA_q_age,mortality,first,z,63136,6049,z,1.869,1.814,1.926,0.0,0.0
all,PLT,NORMA_q_age,mortality,first,category,63136,6049,low,2.686,2.551,2.827,0.0,8.4583177244552e-310
all,PLT,NORMA_q_age,mortality,first,category,63136,6049,high,0.837,0.695,1.009,0.06175,0.0867408193935822
all,PLT,NORMA_q_age_set_co,mortality,first,binary,63136,6049,abnormal,2.301,2.186,2.422,0.0,1.0996844832807327e-220
all,PLT,NORMA_q_age_set_co,mortality,first,z,63136,6049,z,1.599,1.562,1.637,0.0,0.0
all,PLT,NORMA_q_age_set_co,mortality,first,category,63136,6049,low,2.55,2.42,2.686,0.0,2.177901531897979e-271
all,PLT,NORMA_q_age_set_co,mortality,first,category,63136,6049,high,0.87,0.752,1.006,0.0595,0.0844683510289951
all,RBC,PopRI,mortality,first,binary,63605,6093,abnormal,1.11,1.008,1.221,0.03391,0.0467405789733537
all,RBC,PopRI,mortality,first,z,63605,6093,z,1.195,1.162,1.23,0.0,6.274302026998854e-34
all,RBC,PopRI,mortality,first,category,63605,6093,low,1.111,1.009,1.223,0.03251,0.0489772487709846
all,RBC,PopRI,mortality,first,category,63605,6093,high,0.725,0.324,1.622,0.43333,0.4777129906437241
all,RBC,PerRI,mortality,first,binary,63605,6093,abnormal,1.212,1.082,1.358,0.00088,0.0013802210258238
all,RBC,PerRI,mortality,first,z,63605,6093,z,1.108,1.085,1.131,0.0,1.955455730319892e-21
all,RBC,PerRI,mortality,first,category,63605,6093,low,1.223,1.091,1.37,0.00053,0.0010980958772611
all,RBC,PerRI,mortality,first,category,63605,6093,high,1.104,0.956,1.276,0.17843,0.2233170152497353
all,RBC,Cohen_m2,mortality,first,binary,63605,6093,abnormal,1.069,0.968,1.18,0.18919,0.2288239287086279
all,RBC,Cohen_m2,mortality,first,z,63605,6093,z,1.327,1.279,1.377,0.0,4.907634481712245e-51
all,RBC,Cohen_m2,mortality,first,category,63605,6093,low,1.073,0.972,1.185,0.16467,0.2078544838143471
all,RBC,Cohen_m2,mortality,first,category,63605,6093,high,0.629,0.439,0.901,0.01141,0.0195145791937017
all,RBC,Cohen_m3,mortality,first,binary,63605,6093,abnormal,1.106,1.003,1.219,0.04323,0.0590576927195447
all,RBC,Cohen_m3,mortality,first,z,63605,6093,z,1.205,1.171,1.241,0.0,1.894062820613466e-36
all,RBC,Cohen_m3,mortality,first,category,63605,6093,low,1.107,1.004,1.22,0.04064,0.0598486912040085
all,RBC,Cohen_m3,mortality,first,category,63605,6093,high,0.735,0.424,1.276,0.27439,0.3235784700723033
all,RBC,Cohen_m4,mortality,first,binary,63605,6093,abnormal,1.105,1.001,1.219,0.04772,0.0648983903579346
all,RBC,Cohen_m4,mortality,first,z,63605,6093,z,1.23,1.194,1.267,0.0,6.317513262053317e-42
all,RBC,Cohen_m4,mortality,first,category,63605,6093,low,1.106,1.003,1.221,0.04425,0.0648348055894231
all,RBC,Cohen_m4,mortality,first,category,63605,6093,high,0.799,0.53,1.206,0.28604,0.3353159062296199
all,RBC,Gaussian_mle,mortality,first,binary,63502,6085,abnormal,1.176,1.059,1.305,0.0025,0.0037511012779661
all,RBC,Gaussian_mle,mortality,first,z,63502,6085,z,1.046,1.032,1.061,0.0,6.696580211350911e-10
all,RBC,Gaussian_mle,mortality,first,category,63502,6085,low,1.177,1.06,1.307,0.00234,0.0044039868827879
all,RBC,Gaussian_mle,mortality,first,category,63502,6085,high,1.024,0.727,1.441,0.89304,0.9021855947916952
all,RBC,Gaussian_trunc,mortality,first,binary,63502,6085,abnormal,1.134,1.01,1.274,0.03311,0.0460486230618151
all,RBC,Gaussian_trunc,mortality,first,z,63502,6085,z,1.045,1.031,1.059,0.0,2.8051468703433846e-10
all,RBC,Gaussian_trunc,mortality,first,category,63502,6085,low,1.155,1.029,1.297,0.01476,0.0246098318346498
all,RBC,Gaussian_trunc,mortality,first,category,63502,6085,high,0.855,0.725,1.009,0.06334,0.0876168255464545
all,RBC,Gaussian_eb,mortality,first,binary,63605,6093,abnormal,1.127,1.019,1.245,0.01978,0.02827943439192
all,RBC,Gaussian_eb,mortality,first,z,63605,6093,z,1.134,1.107,1.162,0.0,1.3348820836877632e-24
all,RBC,Gaussian_eb,mortality,first,category,63605,6093,low,1.128,1.02,1.247,0.01846,0.0303277014309593
all,RBC,Gaussian_eb,mortality,first,category,63605,6093,high,0.835,0.514,1.356,0.46564,0.5085973484303346
all,RBC,NORMA_q_age_set,mortality,first,binary,63605,6093,abnormal,1.13,1.024,1.247,0.01529,0.0222729502776519
all,RBC,NORMA_q_age_set,mortality,first,z,63605,6093,z,1.214,1.161,1.269,0.0,2.0590984877163628e-17
all,RBC,NORMA_q_age_set,mortality,first,category,63605,6093,low,1.131,1.025,1.248,0.01454,0.0243837078658425
all,RBC,NORMA_q_age_set,mortality,first,category,63605,6093,high,0.886,0.529,1.482,0.64367,0.6804556196575593
all,RBC,NORMA_334f7e21,mortality,first,binary,63605,6093,abnormal,1.136,1.029,1.254,0.01129,0.0166073015073728
all,RBC,NORMA_334f7e21,mortality,first,z,63605,6093,z,1.171,1.121,1.224,0.0,3.702880570539448e-12
all,RBC,NORMA_334f7e21,mortality,first,category,63605,6093,low,1.137,1.03,1.255,0.01112,0.0190831997774149
all,RBC,NORMA_334f7e21,mortality,first,category,63605,6093,high,1.065,0.672,1.686,0.78935,0.8070776465214279
all,RBC,NORMA_q_age,mortality,first,binary,63605,6093,abnormal,1.118,1.013,1.233,0.02683,0.037662445214378
all,RBC,NORMA_q_age,mortality,first,z,63605,6093,z,1.254,1.199,1.311,0.0,5.562642267595425e-23
all,RBC,NORMA_q_age,mortality,first,category,63605,6093,low,1.119,1.014,1.235,0.02503,0.0393035728494283
